lemma,pos,sent1,sent2,start1,end1,start2,end2,tag,position1,position2
living,ADJ,One of my virtues or vices is a sort of three-dimensional imagination complete with sound effects and glorious living color. ,"The audience leaves the play under a spell, It is the kind of spell which the exposure to spirit in its living active manifestation always evokes. ",111,117,105,111,T,18,22
living,ADJ,One of my virtues or vices is a sort of three-dimensional imagination complete with sound effects and glorious living color. ,"Flowers, stones, and small creatures, living and dead. ",111,117,41,47,F,18,8
suppose,VERB,"So suppose somebody only wished to frighten her, so she would leave Honotassa ! ",Let us focus on an atom of calcium from the tip of the bone of my finger and let us suppose that I swallow a magic Alice in Wonderland growing pill. ,3,10,84,91,T,1,20
suppose,VERB,"So suppose somebody only wished to frighten her, so she would leave Honotassa ! ","One of the obvious conclusions we can make on the basis of the last election, I suppose, is that we, the majority, were dissatisfied with Eisenhower conservatism. ",3,10,81,88,F,1,17
hurry,VERB,Hurry '' ! ,Tell her to hurry ''. ,0,5,12,17,T,0,3
hurry,VERB,Hurry '' ! ,"Reverend Jason, looking worried, hurried toward us. ",0,5,35,42,F,0,6
swarm,VERB,"`` If the day should ever come that foreign invaders swarm ashore along the Gulf Coast '', the account reads, `` they can count on heavy opposition from a group of commando trained telephone employees - all girls. ",The guerrillas were swarming from their bivouac at the west end of the enclosure. ,53,58,20,28,T,10,3
swarm,VERB,"`` If the day should ever come that foreign invaders swarm ashore along the Gulf Coast '', the account reads, `` they can count on heavy opposition from a group of commando trained telephone employees - all girls. ","Colonel Frederick W. Lander, impersonated, will again make his break-neck ride down the steep declivity of Talbott 's ( now College ) Hill and thunder across the bridge to join Colonel Benjamin F. Kelley 's ( West ) Virginia Infantry, then swarming through the streets in pursuit of the retreating Confederates. ",53,58,243,251,F,10,44
determination,NOUN,"However, when there 's a job to be done, I 'm a monstrosity of grim determination, I like to think. ","Thus, when the Russians sent up their first sputnik, American chagrin was human enough, and American determination to put American satellites into orbit was perfectly understandable. ",70,83,104,117,T,17,19
determination,NOUN,"As was said in Gonzales, `` it is the Appeal Board which renders the selective service determination considered ' final ' in the courts, not to be overturned unless there is no basis in fact. ",Its staff makes a preliminary determination of the epicenter of the quake and alerts tide stations near the epicenter for a tsunami. ,88,101,30,43,F,17,5
quiet,NOUN,"And the bed that sagged in a certain place where all the weight had been put too many times before and the walls fine and thin for overhearing talk in the next room when Gratt went out for ice, the sound coming through the walls like something on the other side of the curtain, so you knew they heard you when they were quiet and while you lay wondering what they had heard you listened. ",Phil was very quiet. ,322,327,14,19,T,65,3
quiet,NOUN,"In the calm which follows the reading of a poem, for example, is the effect produced by the enforced quiet, by the musical quality of words and rhythm, by the sentiments or sense of the poem, by the associations with earlier readings, if it is familiar, by the boost to the self-esteem for the semi-literate, by the diversion of attention, by the sense of security in a legitimized withdrawal, by a kind license for some variety of fantasy life regarded as forbidden, or by half conscious ideas about the magical power of words? ",There was only one place where Jake Carwood 's description had gone badly awry : the peace and quiet. ,103,108,95,100,F,21,18
curb,VERB,"`` He 's there '', he got out tersely, curbing his rising excitement. ","He will not curb his instinctual desires but release the energy within him that makes him feel truly and fully alive, even if it is only for this brief moment before the apocalypse of annihilation explodes on earth. ",41,48,12,16,T,11,3
curb,VERB,"`` He 's there '', he got out tersely, curbing his rising excitement. ","The Japanese want to increase exports to the U. S. While they have been curbing shipments, they have watched Hong Kong step in and capture an expanding share of the big U. S. market. ",41,48,72,79,F,11,14
radio,NOUN,"Sipping their coffee, discussing the weather, the day 's shopping, Fritzie 's commitments at the network ( all of which he would cancel ), they avoided the radio, the morning TV news show, even the front page of the Santa Luisa Register, resting on the kitchen bar. ","It comes to you that probably he did feel that way to let you use him like you did when you could n't have Gratt Shafer ; that he must have since he was there like the radio for you to turn on or snap off when you got tired of him, that other guy. ",160,165,168,173,T,31,37
radio,NOUN,"Sipping their coffee, discussing the weather, the day 's shopping, Fritzie 's commitments at the network ( all of which he would cancel ), they avoided the radio, the morning TV news show, even the front page of the Santa Luisa Register, resting on the kitchen bar. ",Radio reception. ,160,165,0,5,F,31,0
path,NOUN,"From above one could only occasionally catch a glimpse of life on the floor of this green sea : a neighbor 's gingham skirt flashing into sight for an instant on the path beneath her grape-arbor, or the movement of hands above a clothesline and the flutter of garments hung there, half-way down the block. ","Thus shielded, we played many foolish games in comfortable unselfconsciousness ; even when the fences became a part of the game - when a vine embowered gate-post was the Sleeping Beauty 's enchanted castle, or when Rapunzel let down her golden hair from beneath the crocketed spire, even then we paid little heed to those who went by on the path outside. ",166,170,344,348,T,32,63
path,NOUN,"From above one could only occasionally catch a glimpse of life on the floor of this green sea : a neighbor 's gingham skirt flashing into sight for an instant on the path beneath her grape-arbor, or the movement of hands above a clothesline and the flutter of garments hung there, half-way down the block. ","For, if so, the path leads through a complex process of parliamentary diplomacy which adds still another dimension to the problem. ",166,170,18,22,F,32,6
green,NOUN,"It is not difficult to see that the stamens of the catkin are always arranged in pairs, and that each individual flower is nothing but one such pair standing on a green, black tipped little scale. ","To the west, the dark green hills of Leyte were lost in the clouds about halfway up their slopes. ",164,169,23,28,T,32,6
green,NOUN,When the first sprinkling of green appears I remove the board. ,"Arnold 's iron shot from the tee burrowed into the bunker guarding the green, an embankment that had become soft and spongy from the rains, thereby bringing local rules into force. ",29,34,71,76,F,5,13
spot,NOUN,"We would have preferred, however, to have had the rest of the orchestra refrain from laughing at this and other spots on the recording, since it mars an otherwise sober, if not lofty, performance. ","Howard, who had been sitting against the wall, said he needed more fresh air, and took the spot on the edge of the porch where Bobby Joe had been sitting. ",114,119,94,98,T,22,20
spot,NOUN,"We would have preferred, however, to have had the rest of the orchestra refrain from laughing at this and other spots on the recording, since it mars an otherwise sober, if not lofty, performance. ",That was one of the high spots of the play. ,114,119,25,30,F,22,6
ignore,VERB,"Deliberately, she ignored the yelp. ",You can ignore Him. ,19,26,8,14,T,3,2
ignore,VERB,"Deliberately, she ignored the yelp. ",This is being done both by the revaluation of real property and by seeking out forms of personal property hitherto neglected or ignored. ,19,26,128,135,F,3,22
conference,NOUN,The bulk of the press corps was covering Rheinholdt 's conference. ,"The group known as the American Association for Health, Physical Education, and Recreation ( a division of the National Education Association ) initiated a conference which brought together representatives of the National Rifle Association, SAAMI and the American Fishing Tackle Manufacturers. ",55,65,158,168,T,10,26
conference,NOUN,The bulk of the press corps was covering Rheinholdt 's conference. ,"One day, Ching had told him ( smiling, patting him on the back ) as they walked to the weekly conference of squad leaders, `` Keep it up, your squad is good, one of the best, keep it up, keep up the good work ''. ",55,65,96,106,F,10,22
angle,NOUN,"His visitors had crawled through the south fence and were crossing the meadow, angling toward the house. ","He turned, then, to look toward the lighted Boulevard, and saw Rourke 's tall, emaciated figure come out of the lounge and hurriedly start to angle across the street toward the opposite side. ",80,87,146,151,T,14,29
angle,NOUN,The legation was generously set back from the building line ; if the angle of fire were too great the jutting buildings on either side would interfere. ,That was the new advertising angle - something about a Lloyd's of London policy to insure the secrecy of the secret ingredient. ,69,74,29,34,F,13,5
secrecy,NOUN,"Our weapons production, our world prestige, our ideas of democracy, our actions of trust or stubbornness or secrecy or espionage? ",That was the new advertising angle - something about a Lloyd's of London policy to insure the secrecy of the secret ingredient. ,111,118,94,101,T,20,17
secrecy,NOUN,"Since the magnitude of the plan made secrecy impossible, once the wheels had began to turn, persons controlling German industries, social institutions, and armed forces became, through their anti-Semitism or their tolerance of it, conscious accomplices of Hitler 's crimes ; whether in the last degree or a lesser one was a matter to be determined individually. ",That was the new advertising angle - something about a Lloyd's of London policy to insure the secrecy of the secret ingredient. ,37,44,94,101,F,7,17
ingredient,NOUN,"In addition, many of the hard surface cleaners used for walls and woodwork had their genesis in trisodium orthophosphate, which is still the major ingredient of a number of such products. ",That was the new advertising angle - something about a Lloyd's of London policy to insure the secrecy of the secret ingredient. ,149,159,116,126,T,26,21
ingredient,NOUN,"In addition, many of the hard surface cleaners used for walls and woodwork had their genesis in trisodium orthophosphate, which is still the major ingredient of a number of such products. ","The ingredients of Faulkner 's novels and stories are by no means new with him, and most of the problems he takes up have had the attention of authors before him. ",149,159,4,15,F,26,1
pile,NOUN,Deputy coroner says it looks like he sucked in a big pile of those thick suds and strangled on ' em. ,The portable record player with a pile of classical records beside it. ,53,57,34,38,T,11,6
pile,NOUN,Deputy coroner says it looks like he sucked in a big pile of those thick suds and strangled on ' em. ,Fujimoto had a pile of cuttings near one side of the lawn. ,53,57,15,19,F,11,3
drown,VERB,I finally went downstairs to the bar off the main lobby where most of the cast were drowning their sorrows over the untimely passing of Ask Tony. ,"Pleasure, fame and fortune, drowning your troubles with a drink, and `` living it up '' with the gang are like candy bars when you 're hungry : they may ease your hunger temporarily, but they 'll never take the place of a satisfying, mouth-watering steak. ",84,92,30,38,T,17,6
drown,VERB,I finally went downstairs to the bar off the main lobby where most of the cast were drowning their sorrows over the untimely passing of Ask Tony. ,"He opened it a crack and in doing so made as much shuffling, coughing, and scraping noise as possible in order to drown emanations from the hen who had begun to protest. ",84,92,116,121,F,17,24
couple,NOUN,"`` As long as the couple is in agreement in their approach to sex, it makes little difference if one or the other dominates '', Dr. Calderone declares. ","The couple was married Aug. 2, 1913. ",18,24,4,10,T,5,1
couple,NOUN,"`` As long as the couple is in agreement in their approach to sex, it makes little difference if one or the other dominates '', Dr. Calderone declares. ","The next morning, as the clock struck nine, he appeared at the Council meeting in the Town Hall and insisted that the couple would have to be punished if the Church was to be respected. ",18,24,120,126,F,5,24
pole,NOUN,"Early equipment was very flimsy ; the smallest gusts of wind toppled poles, making communications impossible. ","`` According to Rose, he arrived here a couple minutes before nine and spotted Thor in the water, got a hooked pole from the pool equipment locker and started hauling him out. ",69,74,113,117,T,12,23
pole,NOUN,"Early equipment was very flimsy ; the smallest gusts of wind toppled poles, making communications impossible. ","Before he went into battle Andrei had told Alex, `` I only want to be a Pole. ",69,74,73,77,F,12,17
medieval,ADJ,From many sides come remarks that Protestant churches are badly attended and the large medieval cathedrals look all but empty during services. ,"To derive Utopian communism from the Jerusalem Christian community of the apostolic age or from its medieval successors in spirit, the monastic communities, is with an appropriate shift of adjectives, misleading in the same way as to derive it from Plato 's Republic : ",87,95,100,108,T,14,16
medieval,ADJ,From many sides come remarks that Protestant churches are badly attended and the large medieval cathedrals look all but empty during services. ,"It is not a medieval mental quirk or an attitude `` unnourished by sense '' to believe that husbands and wives should not be subjected to such a risk, or that such a possibility should not be permitted to endanger the confidentiality of the marriage relationship. ",87,95,12,20,F,14,4
risk,NOUN,But the Communists never gave sufficient provocation at any one time for the United States to want to risk a limited or an all-out war over Laos. ,"Can the church risk assuming that the `` folly '' of men is as dear to God as their `` wisdom '', or, as is also commonly implied, that `` the foolishness of God '' and `` the foolishness of men '' are simply two ways of talking about the same thing? ",102,106,15,19,T,18,3
risk,NOUN,"Examples are in public utilities, making military aircraft and accessories, or where the investment and risk for a proprietorship would be too great for a much needed project impossible to achieve by any means other than the corporate form, e. g. constructing major airports or dams. ","And yet this is exactly the risk we run when we assume, as we too often do, that we can continue to preach the gospel in a form that makes it seem incredible and irrelevant to cultured men. ",106,110,28,32,F,17,6
endanger,VERB,"This, however, did not bar finding that du Pont had become pre-eminent as a supplier of automotive fabrics and finishes to General Motors ; that these products constituted a `` line of commerce '' within the meaning of the Clayton Act ; that General Motors ' share of the market for these products was substantial ; and that competition for this share of the market was endangered by the financial relationship between the two concerns : ","Vast spraying programs conducted by `` technicians with narrow training and little wisdom '' are endangering crops and wildlife, Carl W. Buchheister, president of the National Audubon Society, said today. ",372,382,97,108,T,68,15
endanger,VERB,"This, however, did not bar finding that du Pont had become pre-eminent as a supplier of automotive fabrics and finishes to General Motors ; that these products constituted a `` line of commerce '' within the meaning of the Clayton Act ; that General Motors ' share of the market for these products was substantial ; and that competition for this share of the market was endangered by the financial relationship between the two concerns : ","The task of providing a reasonable level of military strength, without endangering other vital aspects of our security, is greatly complicated by the swift pace of scientific progress. ",372,382,72,83,F,68,12
metaphysical,ADJ,"If the fourth dimension is a physical concept and not purely metaphysical, through what medium does it extend? ","While it is easy enough to ridicule Hawkins ' pronouncement in Pleas of the Crown from a metaphysical point of view, the concept of the `` oneness '' of a married couple may reflect an abiding belief that the communion between husband and wife is such that their actions are not always to be regarded by the criminal law as if there were no marriage. ",61,73,89,101,T,11,17
metaphysical,ADJ,Or was the answer less metaphysical? ,"If the fourth dimension is a physical concept and not purely metaphysical, through what medium does it extend? ",23,35,61,73,F,5,11
communion,NOUN,"The chief experience is the sensing of communion, and in the higher religions, of a harmonious relationship with the supernatural power. ","The feeling of individual inferiority, defeat, or humilation growing out of various social situations or individual deficiencies or failures is compensated for by communion in worship or prayer with a friendly, but all-victorious Father-God, as well as by sympathetic fellowship with others who share this faith, and by opportunities in religious acts for giving vent to emotions and energies. ",39,48,165,174,T,7,25
communion,NOUN,"The chief experience is the sensing of communion, and in the higher religions, of a harmonious relationship with the supernatural power. ","Man 's life, originally shaped for immortality and for communion with God, must now be conformed to the shape of death. ",39,48,56,65,F,7,10
protection,NOUN,"By making inroads in the name of law enforcement into the protection which Congress has afforded to the marriage relationship, the Court today continues in the path charted by the recent decision in Wyatt v. United States, 362 U. S. 525, where the Court held that, under the circumstances of that case, a wife could be compelled to testify against her husband over her objection. ",Another type of shelter which gives excellent fallout protection can be built as an added room to the basement of a home under construction. ,58,68,54,64,T,11,8
protection,NOUN,"By making inroads in the name of law enforcement into the protection which Congress has afforded to the marriage relationship, the Court today continues in the path charted by the recent decision in Wyatt v. United States, 362 U. S. 525, where the Court held that, under the circumstances of that case, a wife could be compelled to testify against her husband over her objection. ","It was amazing how they had herded together for protection : an enormous matriarch in a quilted silk wrapper, rising from the breakfast table ; a gross boy in his teens, shuffling in from the kitchen with a sandwich in his hands ; a girl in her twenties, fat and sullen, descending the marble staircase ; then all four gathering on the sofa to face the inquisitor. ",58,68,48,58,F,11,9
importance,NOUN,"Back and forth Duclos had to go, between M. de Cury and Jean Jacques and between the Duke d'Aumont and Jean Jacques again, as his little operetta, The Village Soothsayer, though still unperformed, took on ever more importance. ","Nodding approvingly and swelling with importance, the old lady whispered confidentially. ",220,230,38,48,T,42,5
importance,NOUN,"Back and forth Duclos had to go, between M. de Cury and Jean Jacques and between the Duke d'Aumont and Jean Jacques again, as his little operetta, The Village Soothsayer, though still unperformed, took on ever more importance. ","The importance of Rousseau 's twist has not always been clear to us, however. ",220,230,4,14,F,42,1
accommodate,VERB,"Thus, when more than one distinct form leads to a particular cell in the X-region, a chain of information cells must be created to accommodate the forms, one cell in the chain for each form. ",The door panels are designed to accommodate standard doors which should be of exterior grade. ,133,144,32,43,T,26,6
accommodate,VERB,"Thus, when more than one distinct form leads to a particular cell in the X-region, a chain of information cells must be created to accommodate the forms, one cell in the chain for each form. ","That is why the form itself becomes a preoccupation, because it exists as a problem separate from the material it accommodates. ",133,144,115,127,F,26,21
conspiracy,NOUN,"The Court 's opinion dogmatically asserts that the husband wife conspiracy doctrine does not in fact protect this relationship, and that hence the doctrine `` enthrone [ s ] an unreality into a rule of law ''. ","`` Of course, I agree with the Captain '', Gansevoort said thoughtfully, `` but the conspiracy is ferocious and desperate. ",64,74,87,97,T,10,18
conspiracy,NOUN,"The Court 's opinion dogmatically asserts that the husband wife conspiracy doctrine does not in fact protect this relationship, and that hence the doctrine `` enthrone [ s ] an unreality into a rule of law ''. ","Thus, a finding of conspiracy to restrain trade or attempt to monopolize was excluded from the Court 's decision. ",64,74,20,30,F,10,5
dismiss,VERB,"I place His precepts and His leadings above every seeming probability, dismissing cherished convictions and holding the wisdom of man as folly when opposed to Him. ","John Adams dismissed John Dickinson, who voted against the Declaration of Independence, as `` a certain great fortune and piddling genius ''. ",72,82,11,20,T,12,2
dismiss,VERB,"I place His precepts and His leadings above every seeming probability, dismissing cherished convictions and holding the wisdom of man as folly when opposed to Him. ",And he dismissed the colored pastor. ,72,82,7,16,F,12,2
violate,VERB,"Petitioner, who claims to be a conscientious objector, was convicted of violating 12 ( a ) of the Universal Military Training and Service Act by refusing to be inducted into the armed forces. ","`` I am taking the position that the contract was clearly violated '', Berger said. ",74,83,58,66,T,13,11
violate,VERB,"Petitioner, who claims to be a conscientious objector, was convicted of violating 12 ( a ) of the Universal Military Training and Service Act by refusing to be inducted into the armed forces. ",His widow started the circulation of petitions after Barnard was reprimanded for violating the probation. ,74,83,81,90,F,13,12
deny,VERB,"He claims that he was denied due process of law in violation of the Fifth Amendment, because ( 1 ) at a hearing before a hearing officer of the Department of Justice, he was not permitted to rebut statements attributed to him by the local board, and ( 2 ) at the trial, he was denied the right to have the hearing officer 's report and the original report of the Federal Bureau of Investigation as to his claim. ",It seems rather peculiar that residents of apartments are denied the right of providing themselves with the protection and companionship of dogs. ,281,287,58,64,T,59,9
deny,VERB,"He claims that he was denied due process of law in violation of the Fifth Amendment, because ( 1 ) at a hearing before a hearing officer of the Department of Justice, he was not permitted to rebut statements attributed to him by the local board, and ( 2 ) at the trial, he was denied the right to have the hearing officer 's report and the original report of the Federal Bureau of Investigation as to his claim. ","( Norman Mailer ), but no one can deny that the screen crackles with electricity whenever he is on it. ",281,287,35,39,F,59,9
hearing,NOUN,"While there are now allegations of the withholding of `` favorable evidence developed at the hearing '' and a denial of a `` full and fair hearing '', no such claim was made by petitioner at any stage of the administrative process. ","He also complained that not enough notice was given on the hearing, since the bill was introduced only last Monday. ",93,100,59,66,T,15,11
hearing,NOUN,"While there are now allegations of the withholding of `` favorable evidence developed at the hearing '' and a denial of a `` full and fair hearing '', no such claim was made by petitioner at any stage of the administrative process. ","Upon such hearing, the Commission may affirm, modify, or revise its former action with respect to such claim, including a denial or reduction in the amount theretofore allowed with respect to such claim. ",93,100,10,17,F,15,2
rebut,VERB,"Petitioner was not denied due process in the administrative proceedings, because the statement in question was in his file, to which he had access, and he had opportunities to rebut it both before the hearing officer of the Department of Justice and before the appeal board. ","Having had every opportunity to rebut the finding of the local board before both the hearing officer and the appeal board, petitioner cannot now claim that he was denied due process because he did not succeed. ",179,184,32,37,T,32,5
rebut,VERB,"Petitioner was not denied due process in the administrative proceedings, because the statement in question was in his file, to which he had access, and he had opportunities to rebut it both before the hearing officer of the Department of Justice and before the appeal board. ","In that function, he helps to rebut another legend about the Comedie. ",179,184,31,36,F,32,7
attribute,NOUN,A differential suggestibility would have to be invoked to explain the failure of this additional information to influence the Kohnstamm-positive reactors and yet attribute their nai ^ ve Kohnstamm reactivity to suggestion. ,This has been attributed to helium film flow in the vapor pressure thermometer. ,162,171,14,24,T,23,3
attribute,NOUN,"In the Analytical phase of their Cubism, Braque and Picasso had not only had to minimize three-dimensionality simply in order to preserve it ; they had also had to generalize it - to the point, finally, where the illusion of depth and relief became abstracted from specific three-dimensional entities and was rendered largely as the illusion of depth and relief as such : as a disembodied attribute and expropriated property detached from everything not itself. ","The concept of unity, in which positive and negative are attributes of the same force, in which good and evil are relative, ever-changing, and always joined to the same phenomenon - such a concept is still reserved to the physical sciences and to the few who have grasped the history of ideas. ",392,401,58,68,F,69,11
original,NOUN,Providing good customer service requires as thorough a marketing and general management planning job as the original selling of the product. ,"There is nothing to suggest that the brain can alter past impressions to fit into an original, realistic and unbroken continuity like we experience in dreams. ",108,116,85,93,T,16,16
original,NOUN,"That Prokofieff 's harmonies and forms sometimes seem professionally routine to our ears, may or may not indicate that he was less of an `` original '' than we prefer to believe. ","Although lacking absolute verisimilitude, they supply the ear and the imagination with all necessary materials for re-creation of the original. ",141,149,135,143,F,26,20
conviction,NOUN,"In arguing in this way, we are obviously taking for granted that a demythologized restatement of the kerygma can be achieved ; and that we firmly believe this will presently become evident when we set forth reasons to justify such a conviction. ","The value-system of a community or society is always correlated with, and to a degree dependent upon, a more or less shared system of religious beliefs and convictions. ",234,244,158,169,T,42,29
conviction,NOUN,"In arguing in this way, we are obviously taking for granted that a demythologized restatement of the kerygma can be achieved ; and that we firmly believe this will presently become evident when we set forth reasons to justify such a conviction. ","Whoever, in the United States or elsewhere, pays or offers to pay, or promises to pay, or receives on account of services rendered or to be rendered in connection with any such claim, compensation which, when added to any amount previously paid on account of such services, will exceed the amount of fees so determined by the Commission, shall be guilty of a misdemeanor, and, upon conviction thereof, shall be fined not more than $ 5000 or imprisoned not more than twelve months, or both, and if any such payment shall have been made or granted, the Commission shall take such action as may be necessary to recover the same, and, in addition thereto, any such person shall forfeit all rights under this title. ",234,244,392,402,F,42,76
sustain,VERB,"The authors insist, however, that these abnormalities in the sense of touch were due absolutely to no organic disorders in that sense faculty but rather to the injuries which the patient had sustained to the sense of sight. ","Whereas the maintenance rotary fund had in the past sustained losses considerably beyond expectations, the introduction of the cost-billing system plus other control refinements has resulted in keeping the fund on a proper working basis. ",193,202,52,61,T,34,9
sustain,VERB,"The authors insist, however, that these abnormalities in the sense of touch were due absolutely to no organic disorders in that sense faculty but rather to the injuries which the patient had sustained to the sense of sight. ","Hence the beatniks sustain themselves on marijuana, jazz, free swinging poetry, exhausting themselves in orgies of sex ; some of them are driven over the borderline of sanity and lose contact with reality. ",193,202,19,26,F,34,3
access,NOUN,All-weather roads must be provided next to the feeding floor so access will be possible all year. ,"The freeway with narrowly spaced interchanges concentrates and mitigates the access problem, but it also acts inevitably as an artificial, isolating boundary. ",64,70,77,83,T,11,10
access,NOUN,All-weather roads must be provided next to the feeding floor so access will be possible all year. ,"The new interchange among the four Los Angeles freeways, including the grade-constructed accesses, occupies by itself no less than eighty acres of downtown land, one-eighth of a square mile, an area about the size of Rockefeller Center in New York. ",64,70,90,98,F,11,13
challenge,NOUN,"The NLRB said that of 11 potentially eligible voters eight voted against the union, two voted for it, and one vote was challenged. ",It is this conclusion that we challenge ; we do so by disproving the presumption on which it is based. ,121,131,30,39,T,24,6
challenge,NOUN,Apparently academic challenge in the structured setting creates an optimum of stress so that the child with high anxiety is able to achieve because he is aroused to an energetic state without becoming confused or panicked. ,"`` A marriage can survive almost any kind of stress except an open and direct challenge to the husband 's maleness '', declares Dr. Calderone. ",20,29,78,87,F,2,15
deliver,VERB,After the preliminary business affair was finished Depew arose and delivered the convincing speech that clinched the nomination for Roosevelt. ,President Kennedy today pushed aside other White House business to devote all his time and attention to working on the Berlin crisis address he will deliver tomorrow night to the American people over nationwide television and radio. ,67,76,149,156,T,10,25
deliver,VERB,After the preliminary business affair was finished Depew arose and delivered the convincing speech that clinched the nomination for Roosevelt. ,"The world 's best golfer, shooting below par, came to the last hole of the opening round of the Los Angeles open with every intention of delivering a final crusher. ",67,76,139,149,F,10,28
prosecution,NOUN,"This is a prosecution for refusal to be inducted into the armed services, in violation of the provisions of the Universal Military Training and Service Act, 62 Stat. 604, 622, 50 U. S. C. App. 462 ( a ). ","The ten or more dangerous parties singled out for prosecution were still at large, and Pels realized that if these men entrenched themselves in their adobe houses, defending themselves through loopholes, it would be most difficult to capture them. ",10,21,50,61,T,3,9
prosecution,NOUN,"This is a prosecution for refusal to be inducted into the armed services, in violation of the provisions of the Universal Military Training and Service Act, 62 Stat. 604, 622, 50 U. S. C. App. 462 ( a ). ",These questions touch the root of confusion in the prosecution 's case. ,10,21,51,62,F,3,9
contend,VERB,"It might be contended, of course, that Eichmann in stubbornly denying anti-Semitic feelings was lying or insisting on a private definition of anti-Semitism. ",General Motors comprehensively contended that the Government plan would not be `` in the public interest '' as required by the mandate of this Court. ,12,21,31,40,T,3,3
contend,VERB,"It might be contended, of course, that Eichmann in stubbornly denying anti-Semitic feelings was lying or insisting on a private definition of anti-Semitism. ","Finally, it did seem clear as day to these clergymen, as Gannett 's son explained in the biography of his father, they had always contended for the propriety of their claim to the title of Christians. ",12,21,133,142,F,3,27
sentence,NOUN,"She had been sentenced to 180 years in prison, but former Gov. Stratton commuted her term to 75 years, making her eligible for parole, as one of his last acts in office. ","The trial will be held, probably the first week of March, in the famous Old Bailey central criminal court where Klaus Fuchs, the naturalized British German born scientist who succeeded in giving American and British atomic bomb secrets to Russia and thereby changed world history during the 1950 s, was sentenced to 14 years in prison. ",13,22,307,316,T,3,54
sentence,NOUN,The director helped tailor-make a check list of the district manager 's errors by asking various observers to write out sentences commenting on the mistakes they felt he made. ,"Despite the excitement being caused by the trial and sentence of John Brown, Rhode Islanders turned their attention to the state elections. ",120,129,53,61,F,20,9
affirm,VERB,"Mr. Philip Toynbee affirms at one point that if he shared the anticipations of Orwell in Nineteen Eighty-Four, if he believed Communism was not only evil but `` also irredeemably evil '', then he might `` think it right to do anything rather than to take the risk of a communist world. ","He says : `` Beside the Protestant philosophy of Progress, as expressed in radical or conservative millenarianism, should be placed the doctrine of the democratic faith which affirmed it to be the duty of the destiny of the United States to assist in the creation of a better world by keeping lighted the beacon of democracy ''. ",19,26,177,185,T,3,29
affirm,VERB,"Mr. Philip Toynbee affirms at one point that if he shared the anticipations of Orwell in Nineteen Eighty-Four, if he believed Communism was not only evil but `` also irredeemably evil '', then he might `` think it right to do anything rather than to take the risk of a communist world. ","Upon such hearing, the Commission may affirm, modify, or revise its former action with respect to such claim, including a denial or reduction in the amount theretofore allowed with respect to such claim. ",19,26,39,45,F,3,7
administration,NOUN,"We will recall that the still confident liberals of the Truman administration gathered with other Western utopians in San Francisco to set up the legal framework, finally and at last, to rationalize war - to rationalize want and fear - out of the world : the United Nations. ","It is the strategy of blockade, therefore, that is suddenly at the center of attention of administration officials, Members of Congress, officers in the Pentagon. ",63,77,92,106,T,11,18
administration,NOUN,"We will recall that the still confident liberals of the Truman administration gathered with other Western utopians in San Francisco to set up the legal framework, finally and at last, to rationalize war - to rationalize want and fear - out of the world : the United Nations. ","The emotional states produced by drugs influence the cortical potentials in a characteristic manner ; synchrony prevails in the EEG of the experimental animal after administration of tranquilizers, but asynchrony after application of analeptic and psychoactive drugs. ",63,77,165,179,F,11,25
conclude,VERB,"And so today when we examine the structure of our knowledge of the atom and of the universe, we are forced to conclude that the best word to describe our universe is music. ","He concluded that in the southern species, which are rapidly growing types, females mate at the age of two and a half and bear the first young when they are three. ",111,119,3,12,T,23,1
conclude,VERB,"And so today when we examine the structure of our knowledge of the atom and of the universe, we are forced to conclude that the best word to describe our universe is music. ","Then, to conclude on an indeterminate note : `` Nevertheless, if fallout increased substantially, or remained high for a long time, it would become far more important as a potential health hazard in this country and throughout the world ''. ",111,119,10,18,F,23,3
register,NOUN,Purpose of this inventory is to include all eligible productive facilities in SBA 's facilities register so that the small business concerns may have an opportunity to avail themselves of the services authorized by the Congress in establishing the Small Business Administration. ,"They visited the shipyards at Brest and Pierre had to sign the register, vouching for the integrity of the visiting foreigner. ",96,104,63,71,T,15,12
register,NOUN,Purpose of this inventory is to include all eligible productive facilities in SBA 's facilities register so that the small business concerns may have an opportunity to avail themselves of the services authorized by the Congress in establishing the Small Business Administration. ,"For example, to move ( as the score requires ) from the lowest F major register up to a barely audible N minor in four seconds, not skipping, at the same time, even one of the 407 fingerings, seems a feat too absurd to consider, and it is to the flautist 's credit that he remained silent throughout the passage. ",96,104,72,80,F,15,16
classification,NOUN,"On November 22, 1952, he wrote the Board, protesting this classification. ","On March 21, 1957, however, the Department recommended approval of the 1, - A classification. ",61,75,82,96,T,13,18
classification,NOUN,"On November 22, 1952, he wrote the Board, protesting this classification. ","Such classifications may be called `` somewhat advanced '' or `` somewhat delayed '', as the case may be, reserving `` moderate '' for dots upon or close to the mean. ",61,75,5,20,F,13,1
producer,NOUN,"Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That the Secretary of the Interior is hereby authorized and directed to establish and maintain a program of stabilization payments to small domestic producers of lead and zinc ores and concentrates in order to stabilize the mining of lead and zinc by small domestic producers on public, Indian, and other lands as provided in this Act. ","Where the industry 's product price has been kept below the `` profit maximizing '' and `` entry limiting '' prices due to fears of public reaction, the profit seeking producers have an interest in offering little real resistance to wage demands. ",379,388,169,178,T,64,31
